,CATEGORY,PARENT_CATEGORY,BRAND,OFFER,RETAILER,OFFER_PREPROCESSED
708,hair removal,health wellness,burts bees,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",walmart,burts bees facial wipes select varieties 30 count at walmart
709,hair removal,health wellness,burts bees,"Burt's Bees® products, select varieties, at Walmart",walmart,burts bees products select varieties at walmart
710,hair removal,health wellness,burts bees,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",walmart,burts bees sensitive lotions and creams select varieties at walmart
711,oral care,health wellness,colgate toothbrushes,"Colgate® Toothpaste AND Colgate® Toothbrush, select varieties at Walmart or Target",target,colgate toothpaste and colgate toothbrush select varieties at walmart or target
712,water,beverages,core hydration,"CORE® Hydration, select varieties, at Walmart",walmart,core hydration select varieties at walmart
713,water,beverages,core hydration,"CORE® Hydration, select varieties, buy 2 at Walmart",walmart,core hydration select varieties buy 2 at walmart
714,plant based meat,meat seafood,beyond meat,"Beyond Meat® Plant-Based products, spend $25",nan,beyond meat plant based products spend 25
715,plant based meat,meat seafood,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",target,beyond steak plant based seared tips 10 ounce at target
716,plant based meat,meat seafood,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",h e b,beyond steak plant based seared tips 10 ounce buy 2 at h e b
717,plant based meat,meat seafood,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",h e b,beyond steak plant based seared tips 10 ounce at h e b
718,plant based meat,meat seafood,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",target,beyond steak plant based seared tips 10 ounce buy 2 at target
719,plant based meat,meat seafood,beyond meat,"Beyond Meat® Plant-Based products, spend $15",nan,beyond meat plant based products spend 15
720,plant based meat,meat seafood,beyond meat,"Beyond Meat® Plant-Based products, spend $20",nan,beyond meat plant based products spend 20
721,packaged meat,pantry,beyond meat,"Beyond Meat® Plant-Based products, spend $25",nan,beyond meat plant based products spend 25
722,packaged meat,pantry,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",target,beyond steak plant based seared tips 10 ounce at target
723,packaged meat,pantry,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",h e b,beyond steak plant based seared tips 10 ounce buy 2 at h e b
724,packaged meat,pantry,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",h e b,beyond steak plant based seared tips 10 ounce at h e b
725,packaged meat,pantry,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",target,beyond steak plant based seared tips 10 ounce buy 2 at target
726,packaged meat,pantry,beyond meat,"Beyond Meat® Plant-Based products, spend $15",nan,beyond meat plant based products spend 15
727,packaged meat,pantry,beyond meat,"Beyond Meat® Plant-Based products, spend $20",nan,beyond meat plant based products spend 20
728,frozen plant based meat,frozen,beyond meat,"Beyond Meat® Plant-Based products, spend $25",nan,beyond meat plant based products spend 25
729,frozen plant based meat,frozen,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",target,beyond steak plant based seared tips 10 ounce at target
730,frozen plant based meat,frozen,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",h e b,beyond steak plant based seared tips 10 ounce buy 2 at h e b
731,frozen plant based meat,frozen,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",h e b,beyond steak plant based seared tips 10 ounce at h e b
732,frozen plant based meat,frozen,beyond meat,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",target,beyond steak plant based seared tips 10 ounce buy 2 at target
733,frozen plant based meat,frozen,beyond meat,"Beyond Meat® Plant-Based products, spend $15",nan,beyond meat plant based products spend 15
734,frozen plant based meat,frozen,beyond meat,"Beyond Meat® Plant-Based products, spend $20",nan,beyond meat plant based products spend 20
735,eggs,dairy,egglife,Egglife Egg White Wraps at Aldi,aldi,egglife egg white wraps at aldi
736,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's®Fruit Snacks, select varieties, buy 2",nan,welchsfruit snacks select varieties buy 2
737,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Zero Sugar Fruity Bites, 6 pack+, online at Amazon",amazon,welchs zero sugar fruity bites 6 pack online at amazon
738,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Fruit Snacks, select varieties, 6 count+, buy 3",nan,welchs fruit snacks select varieties 6 count buy 3
739,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Fruit Snacks, 250 count, online at Amazon",amazon,welchs fruit snacks 250 count online at amazon
740,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Juicefuls® Juicy Fruit Snacks, 14 count, at Target",target,welchs juicefuls juicy fruit snacks 14 count at target
741,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Fruit Snacks, select varieties, 6 count+, buy 2",nan,welchs fruit snacks select varieties 6 count buy 2
742,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's®Fruit Snacks, spend $8",nan,welchsfruit snacks spend 8
743,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Fruit 'n Yogurt® Snacks, 18 count, at Walmart",walmart,welchs fruit n yogurt snacks 18 count at walmart
744,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Fruit Snacks, select varieties, 6 count+",nan,welchs fruit snacks select varieties 6 count
745,fruit vegetable snacks,snacks,welchs fruit snacks,"Welch's® Juicefuls® Juicy Fruit Snacks, buy 2",nan,welchs juicefuls juicy fruit snacks buy 2
746,fruit vegetable snacks,snacks,annies homegrown,"Any General Mills™ products, spend $60",nan,any general mills products spend 60
747,fruit vegetable snacks,snacks,annies homegrown,"Any General Mills™ products, spend $30",nan,any general mills products spend 30
748,fruit vegetable snacks,snacks,annies homegrown,"Any General Mills™ products, spend $50",nan,any general mills products spend 50
749,laundry supplies,household supplies,purex,"Purex® laundry detergent, select varieties, at Walmart",walmart,purex laundry detergent select varieties at walmart
750,spirits,alcohol,vons,Any Vons receipt,vons,any vons receipt
751,spirits,alcohol,vons,Spend $150 at Vons,vons,spend 150 at vons
752,spirits,alcohol,vons,Spend $100 at Vons,vons,spend 100 at vons
753,spirits,alcohol,vons,Spend $275 at Vons,vons,spend 275 at vons
754,spirits,alcohol,vons,Shop 2 times at Vons,vons,shop 2 times at vons
755,prepared meals,deli bakery,bubbies,"Bubbies Pickles, Sauerkraut, and Condiments at Whole Foods or Sprouts",sprouts farmers market,bubbies pickles sauerkraut and condiments at whole foods or sprouts
756,prepared meals,deli bakery,bubbies,"Bubbies Pickles, Sauerkraut, OR Condiments at Whole Foods or Sprouts",sprouts farmers market,bubbies pickles sauerkraut or condiments at whole foods or sprouts
757,packaged meat,pantry,ball park frank,"Tyson Products, select varieties, spend $20 at Sam's Club",sams club,tyson products select varieties spend 20 at sams club
758,frozen beef,frozen meat,ball park frank,"Tyson Products, select varieties, spend $20 at Sam's Club",sams club,tyson products select varieties spend 20 at sams club
759,packaged meat,pantry,aidells,"Tyson Products, select varieties, spend $15 at Walmart",walmart,tyson products select varieties spend 15 at walmart
760,hair care,health wellness,loreal paris hair color,"L'Oréal Paris Hair color, select varieties, spend $19 at Target",target,loral paris hair color select varieties spend 19 at target
761,hair care,health wellness,loreal paris hair color,"L'Oréal Paris Men Expert hair color, spend $19 at Walmart",walmart,loral paris men expert hair color spend 19 at walmart
762,hair care,health wellness,loreal paris hair color,"L’Oréal Paris Men Expert hair color, spend $9 at Walmart",walmart,loral paris men expert hair color spend 9 at walmart
763,hair care,health wellness,loreal paris hair color,L'Oréal Paris Excellence Hair Color at Target,target,loral paris excellence hair color at target
764,hair care,health wellness,loreal paris hair color,"L'Oréal Paris Hair color, select varieties, spend $25 at Target",target,loral paris hair color select varieties spend 25 at target
765,hair care,health wellness,loreal paris hair color,"L'Oréal Paris Hair color, select varieties, spend $9 at Target",target,loral paris hair color select varieties spend 9 at target
766,makeup,beauty,loreal paris cosmetics,"L'Oréal Paris Makeup, spend $35 at Target",target,loral paris makeup spend 35 at target
767,makeup,beauty,loreal paris cosmetics,"L'Oréal Paris Makeup, spend $30 at Target",target,loral paris makeup spend 30 at target
768,makeup,beauty,loreal paris cosmetics,L'Oreal Paris True Match Foundation at Target,target,loreal paris true match foundation at target
769,makeup,beauty,loreal paris cosmetics,L'Oréal Paris True Match Foundation at Target,target,loral paris true match foundation at target
770,hair removal,health wellness,gillette venus,Gillette Venus ® for Pubic Hair & Skin spend $20,nan,gillette venus for pubic hair skin spend 20
771,hair removal,health wellness,gillette venus,Gillette Venus ® for Pubic Hair & Skin,nan,gillette venus for pubic hair skin
772,hair removal,health wellness,gillette venus,"Gillette Venus ® for Pubic Hair & Skin, spend $20",nan,gillette venus for pubic hair skin spend 20
773,carbonated soft drinks,beverages,mountain dew,"MTN DEW® Kickstart, 16-ounce 12 count, select varieties, at Amazon Storefront*",amazon,mtn dew kickstart 16 ounce 12 count select varieties at amazon storefront
774,carbonated soft drinks,beverages,pepsi,"PepsiCo® Beverage, 7.5-ounce 10 pack, select varieties, at Amazon Storefront*",amazon,pepsico beverage 75 ounce 10 pack select varieties at amazon storefront
775,carbonated soft drinks,beverages,pepsi,"PepsiCo® Variety Pack, select varieties, at Amazon Storefront*",amazon,pepsico variety pack select varieties at amazon storefront
776,carbonated soft drinks,beverages,starry,"Starry™ Lemon Lime Soda multipacks, at Kroger",dillons grocery,starry lemon lime soda multipacks at kroger
777,carbonated soft drinks,beverages,starry,"Starry™ Lemon Lime Soda, 7.5-ounce 10 pack, at Amazon Storefront*",amazon,starry lemon lime soda 75 ounce 10 pack at amazon storefront
778,carbonated soft drinks,beverages,stubborn soda,"Stubborn Soda OR Bundaberg Ginger Beer, select varieties, at Amazon Storefront*",amazon,stubborn soda or bundaberg ginger beer select varieties at amazon storefront
779,medicines treatments,health wellness,aleve,AleveX™ at Walmart,walmart,alevex at walmart
780,medicines treatments,health wellness,aleve,"Aleve® products, select varieties, 80 count+ at Walmart",walmart,aleve products select varieties 80 count at walmart
781,medicines treatments,health wellness,aleve,"Aleve® products AND AleveX™, select varieties, at Walmart",walmart,aleve products and alevex select varieties at walmart
782,medicines treatments,health wellness,acme,Shop 2 times at ACME,acme,shop 2 times at acme
783,medicines treatments,health wellness,acme,Spend $90 at ACME,acme,spend 90 at acme
784,medicines treatments,health wellness,acme,Spend $250 at ACME,acme,spend 250 at acme
785,medicines treatments,health wellness,acme,Any ACME receipt,acme,any acme receipt
786,medicines treatments,health wellness,acme,Spend $130 at ACME,acme,spend 130 at acme
787,medicines treatments,health wellness,astepro,"Children's Astepro® Allergy, 22 count at Dollar General",dollar general store,childrens astepro allergy 22 count at dollar general
788,medicines treatments,health wellness,astepro,"Adult Astepro® Allergy, 22 count at Dollar General",dollar general store,adult astepro allergy 22 count at dollar general
789,medicines treatments,health wellness,flonase,"Flonase Allergy Relief, at Walmart",walmart,flonase allergy relief at walmart
790,frozen chicken,frozen meat,cooked perfect,"Cooked Perfect® Meatballs, at Walmart",walmart,cooked perfect meatballs at walmart
791,frozen chicken,frozen meat,cooked perfect,"Cooked Perfect® Meatballs, Homestyle OR Turkey, at Walmart",walmart,cooked perfect meatballs homestyle or turkey at walmart
792,gum,candy,extra,"EXTRA®, select varieties",nan,extra select varieties
793,gum,candy,extra,"EXTRA®, select sizes",nan,extra select sizes
794,gum,candy,orbit,"ORBIT®, select sizes, buy 1",nan,orbit select sizes buy 1
795,gum,candy,orbit,"ORBIT®, select varieties",nan,orbit select varieties
796,gum,candy,5 gum,"RESPAWN® by 5® GUM, at Walmart",walmart,respawn by 5 gum at walmart
797,,,sams club,Spend $50 on a Full-Priced new Club Membership,sams club,spend 50 on a full priced new club membership
798,,,sams club,"Spend $110 on a Full-Priced new Plus Membership and receive an ADDITIONAL 10,000 points",sams club,spend 110 on a full priced new plus membership and receive an additional 10000 points
799,,,zaxbys,Spend $20 at Zaxby's,zaxbys,spend 20 at zaxbys
800,,,zaxbys,Order online at Zaxbys.com,zaxbys,order online at zaxbyscom
801,,,zaxbys,Spend $45 at Zaxby's,zaxbys,spend 45 at zaxbys
802,,,kfc,Spend $20 at KFC,kfc,spend 20 at kfc
803,,,kfc,Spend $25 at KFC,kfc,spend 25 at kfc
804,,,kfc,Spend $15 at KFC,kfc,spend 15 at kfc
805,,,kfc,Spend $40 at KFC,kfc,spend 40 at kfc
806,,,kfc,Spend $10 at KFC,kfc,spend 10 at kfc
807,,,nekter,Spend $15 at Nekter,nekter juice bar,spend 15 at nekter
808,,,nekter,Spend $10 at Nekter,nekter juice bar,spend 10 at nekter
809,,,truray,"Tru-Ray® Premium Construction Paper, spend $10",nan,tru ray premium construction paper spend 10
810,,,randalls,Spend $210 at Randalls,randalls,spend 210 at randalls
811,,,randalls,Spend $110 at Randalls,randalls food markets,spend 110 at randalls
812,,,randalls,Spend $210 at Randalls,randalls food markets,spend 210 at randalls
813,,,randalls,Any Randalls receipt,randalls food markets,any randalls receipt
814,,,randalls,Any Randalls receipt,randalls,any randalls receipt
815,,,randalls,Spend $75 at Randalls,randalls,spend 75 at randalls
816,,,randalls,Shop 2 times at Randalls,randalls food markets,shop 2 times at randalls
817,,,randalls,Shop 2 times at Randalls,randalls,shop 2 times at randalls
818,,,creativity street,"Creativity Street®, spend $10",nan,creativity street spend 10
819,,,fresh thyme market,Spend $25 at Fresh Thyme Market,fresh thyme market,spend 25 at fresh thyme market
820,,,fresh thyme market,Spend $35 at Fresh Thyme Market,fresh thyme,spend 35 at fresh thyme market
821,,,fresh thyme market,Spend $50 at Fresh Thyme Market,fresh thyme market,spend 50 at fresh thyme market
822,,,queen v,QUEEN V® The VIP & The Wingwoman Soft Touch Silicone Vibrator at Walmart,walmart,queen v the vip the wingwoman soft touch silicone vibrator at walmart
823,,,tom thumb,Spend $90 at Tom Thumb,tom thumb,spend 90 at tom thumb
824,,,tom thumb,Shop 2 times at Tom Thumb,tom thumb,shop 2 times at tom thumb
825,,,tom thumb,Spend $220 at Tom Thumb,tom thumb,spend 220 at tom thumb
826,,,tom thumb,Any Tom Thumb receipt,tom thumb,any tom thumb receipt
827,,,tom thumb,Spend $115 at Tom Thumb,tom thumb,spend 115 at tom thumb
828,,,georges farmers market,"George's Farmers Market Chicken Wings, at Sam's Club",sams club,georges farmers market chicken wings at sams club
829,,,sio beauty,"SiO® Beauty Patches, online at Siobeauty.com",siobeautycom,sio beauty patches online at siobeautycom
830,,,arbos,"Arbos Cheese Dip, 12 ounce, buy at Central Market",central market,arbos cheese dip 12 ounce buy at central market
831,,,costco,When you join Costco as a Gold Star Member* (New Members Only),costco,when you join costco as a gold star member new members only
832,,,costco,When you join Costco as an Executive Member* (New Members Only),costco,when you join costco as an executive member new members only
833,,,farmer boys,Spend $40 at Farmer Boys,farmer boys,spend 40 at farmer boys
834,,,farmer boys,Spend $20 at Farmer Boys,farmer boys,spend 20 at farmer boys
835,,,arber,"Arber, at Target",target,arber at target
836,,,arber,"Arber, at Walmart",walmart,arber at walmart
837,,,dickeys barbecue pit,Spend $30 at Dickey's Barbecue Pit,dickeys barbecue pit,spend 30 at dickeys barbecue pit
838,,,dickeys barbecue pit,Spend $20 at Dickey's Barbecue Pit,dickeys barbecue pit,spend 20 at dickeys barbecue pit
839,,,dickeys barbecue pit,Spend $40 at Dickey's Barbecue Pit,dickeys barbecue pit,spend 40 at dickeys barbecue pit
840,,,oxiclean,"OxiClean™ Laundry Stain Removers, select varieties at Walmart",walmart,oxiclean laundry stain removers select varieties at walmart
841,,,squirrel,"Squirrel, The Bedside Perch, online at Amazon",amazon,squirrel the bedside perch online at amazon
842,,,persil,"Persil® ProClean®, select varieties, at Walmart",walmart,persil proclean select varieties at walmart
843,,,chewy,Spend $50 at Chewy.com,chewy,spend 50 at chewycom
